,time_histo_el_s,ch0
0,0.0,654
1,2.0,659
2,4.0,689
3,6.0,634
4,8.0,640
5,10.0,579
6,12.0,631
7,14.0,672
8,16.0,658
9,18.0,629
10,20.0,626
11,22.0,662
12,24.0,680
13,26.0,659
14,28.0,644
15,30.0,669
16,32.0,681
17,34.0,672
18,36.0,659
19,38.0,660
20,40.0,640
21,42.0,647
22,44.0,628
23,46.0,657
24,48.0,646
25,50.0,654
26,52.0,692
27,54.0,678
28,56.0,643
29,58.0,622
30,60.0,630
31,62.0,697
32,64.0,620
33,66.0,680
34,68.0,629
35,70.0,629
36,72.0,671
37,74.0,660
38,76.0,637
39,78.0,640
40,80.0,634
41,82.0,654
42,84.0,651
43,86.0,684
44,88.0,667
45,90.0,677
46,92.0,653
47,94.0,660
48,96.0,605
49,98.0,686
50,100.0,656
51,102.0,636
52,104.0,662
53,106.0,649
54,108.0,648
55,110.0,658
56,112.0,637
57,114.0,680
58,116.0,638
59,118.0,679
60,120.0,629
61,122.0,652
62,124.0,659
63,126.0,629
64,128.0,657
65,130.0,639
66,132.0,641
67,134.0,649
68,136.0,606
69,138.0,641
70,140.0,660
71,142.0,685
72,144.0,640
73,146.0,660
74,148.0,661
75,150.0,638
76,152.0,672
77,154.0,700
78,156.0,627
79,158.0,638
80,160.0,630
81,162.0,630
82,164.0,692
83,166.0,603
84,168.0,673
85,170.0,640
86,172.0,667
87,174.0,653
88,176.0,624
89,178.0,637
90,180.0,709
91,182.0,603
92,184.0,660
93,186.0,670
94,188.0,647
95,190.0,674
96,192.0,657
97,194.0,674
98,196.0,644
99,198.0,693
100,200.0,661
101,202.0,672
102,204.0,653
103,206.0,686
104,208.0,610
105,210.0,669
106,212.0,650
107,214.0,623
108,216.0,627
109,218.0,631
110,220.0,666
111,222.0,622
112,224.0,674
113,226.0,634
114,228.0,630
115,230.0,638
116,232.0,615
117,234.0,617
118,236.0,610
119,238.0,648
120,240.0,617
121,242.0,653
122,244.0,618
123,246.0,662
124,248.0,668
125,250.0,642
126,252.0,639
127,254.0,642
128,256.0,646
129,258.0,624
130,260.0,591
131,262.0,627
132,264.0,637
133,266.0,624
134,268.0,684
135,270.0,617
136,272.0,643
137,274.0,638
138,276.0,602
139,278.0,654
140,280.0,660
141,282.0,660
142,284.0,688
143,286.0,697
144,288.0,620
145,290.0,645
146,292.0,672
147,294.0,645
148,296.0,606
149,298.0,668
150,300.0,614
151,302.0,605
152,304.0,636
153,306.0,646
154,308.0,657
155,310.0,642
156,312.0,675
157,314.0,652
158,316.0,661
159,318.0,635
160,320.0,599
161,322.0,636
162,324.0,625
163,326.0,659
164,328.0,670
165,330.0,688
166,332.0,599
167,334.0,623
168,336.0,642
169,338.0,632
170,340.0,642
171,342.0,584
172,344.0,620
173,346.0,608
174,348.0,585
175,350.0,621
176,352.0,589
177,354.0,616
178,356.0,603
179,358.0,609
180,360.0,664
181,362.0,618
182,364.0,617
183,366.0,617
184,368.0,673
185,370.0,607
186,372.0,645
187,374.0,616
188,376.0,639
189,378.0,615
190,380.0,625
191,382.0,629
192,384.0,566
193,386.0,601
194,388.0,630
195,390.0,633
196,392.0,643
197,394.0,611
198,396.0,619
199,398.0,631
200,400.0,641
201,402.0,651
202,404.0,623
203,406.0,595
204,408.0,681
205,410.0,614
206,412.0,608
207,414.0,607
208,416.0,637
209,418.0,625
210,420.0,610
211,422.0,590
212,424.0,611
213,426.0,674
214,428.0,600
215,430.0,646
216,432.0,603
217,434.0,638
218,436.0,706
219,438.0,661
220,440.0,632
221,442.0,616
222,444.0,656
223,446.0,609
224,448.0,626
225,450.0,596
226,452.0,620
227,454.0,659
228,456.0,635
229,458.0,644
230,460.0,654
231,462.0,630
232,464.0,686
233,466.0,620
234,468.0,618
235,470.0,618
236,472.0,677
237,474.0,649
238,476.0,679
239,478.0,629
240,480.0,608
241,482.0,652
242,484.0,643
243,486.0,661
244,488.0,624
245,490.0,624
246,492.0,649
247,494.0,581
248,496.0,683
249,498.0,660
250,500.0,666
251,502.0,616
252,504.0,628
253,506.0,594
254,508.0,660
255,510.0,658
256,512.0,646
257,514.0,672
258,516.0,633
259,518.0,681
260,520.0,675
261,522.0,648
262,524.0,661
263,526.0,600
264,528.0,648
265,530.0,631
266,532.0,677
267,534.0,657
268,536.0,640
269,538.0,598
270,540.0,612
271,542.0,646
272,544.0,686
273,546.0,628
274,548.0,636
275,550.0,653
276,552.0,656
277,554.0,614
278,556.0,658
279,558.0,658
280,560.0,618
281,562.0,621
282,564.0,645
283,566.0,642
284,568.0,675
285,570.0,601
286,572.0,668
287,574.0,653
288,576.0,617
289,578.0,653
290,580.0,633
291,582.0,585
292,584.0,623
293,586.0,606
294,588.0,648
295,590.0,589
296,592.0,564
297,594.0,619
298,596.0,586
299,598.0,658
300,600.0,619
301,602.0,631
302,604.0,559
303,606.0,639
304,608.0,567
305,610.0,630
306,612.0,624
307,614.0,615
308,616.0,610
309,618.0,589
310,620.0,624
311,622.0,631
312,624.0,625
313,626.0,601
314,628.0,658
315,630.0,614
316,632.0,623
317,634.0,628
318,636.0,644
319,638.0,644
320,640.0,625
321,642.0,604
322,644.0,704
323,646.0,651
324,648.0,621
325,650.0,647
326,652.0,622
327,654.0,604
328,656.0,616
329,658.0,592
330,660.0,608
331,662.0,565
332,664.0,638
333,666.0,670
334,668.0,589
335,670.0,616
336,672.0,685
337,674.0,654
338,676.0,664
339,678.0,594
340,680.0,638
341,682.0,588
342,684.0,598
343,686.0,648
344,688.0,654
345,690.0,630
346,692.0,614
347,694.0,648
348,696.0,639
349,698.0,669
350,700.0,586
351,702.0,618
352,704.0,623
353,706.0,662
354,708.0,634
355,710.0,618
356,712.0,625
357,714.0,647
358,716.0,663
359,718.0,636
360,720.0,670
361,722.0,648
362,724.0,605
363,726.0,678
364,728.0,629
365,730.0,641
366,732.0,627
367,734.0,629
368,736.0,646
369,738.0,643
370,740.0,601
371,742.0,709
372,744.0,684
373,746.0,663
374,748.0,628
375,750.0,604
376,752.0,643
377,754.0,604
378,756.0,590
379,758.0,634
380,760.0,677
381,762.0,645
382,764.0,667
383,766.0,643
384,768.0,646
385,770.0,685
386,772.0,642
387,774.0,696
388,776.0,643
389,778.0,677
390,780.0,622
391,782.0,632
392,784.0,671
393,786.0,657
394,788.0,654
395,790.0,661
396,792.0,636
397,794.0,601
398,796.0,634
399,798.0,671
400,800.0,648
401,802.0,625
402,804.0,651
403,806.0,622
404,808.0,605
405,810.0,639
406,812.0,673
407,814.0,649
408,816.0,611
409,818.0,601
410,820.0,605
411,822.0,651
412,824.0,642
413,826.0,606
414,828.0,635
415,830.0,661
416,832.0,622
417,834.0,662
418,836.0,673
419,838.0,660
420,840.0,614
421,842.0,633
422,844.0,654
423,846.0,689
424,848.0,640
425,850.0,646
426,852.0,667
427,854.0,674
428,856.0,675
429,858.0,660
430,860.0,626
431,862.0,673
432,864.0,627
433,866.0,663
434,868.0,638
435,870.0,636
436,872.0,680
437,874.0,627
438,876.0,627
439,878.0,671
440,880.0,651
441,882.0,602
442,884.0,610
443,886.0,671
444,888.0,696
445,890.0,607
446,892.0,641
447,894.0,607
448,896.0,630
449,898.0,631
450,900.0,623
451,902.0,625
452,904.0,673
453,906.0,653
454,908.0,648
455,910.0,647
456,912.0,650
457,914.0,666
458,916.0,643
459,918.0,671
460,920.0,652
461,922.0,648
462,924.0,609
463,926.0,720
464,928.0,610
465,930.0,635
466,932.0,709
467,934.0,665
468,936.0,653
469,938.0,703
470,940.0,681
471,942.0,684
472,944.0,647
473,946.0,630
474,948.0,669
475,950.0,654
476,952.0,702
477,954.0,667
478,956.0,685
479,958.0,608
480,960.0,657
481,962.0,672
482,964.0,613
483,966.0,620
484,968.0,637
485,970.0,627
486,972.0,669
487,974.0,612
488,976.0,643
489,978.0,654
490,980.0,664
491,982.0,598
492,984.0,709
493,986.0,659
494,988.0,659
495,990.0,667
496,992.0,632
497,994.0,603
498,996.0,626
499,998.0,660
500,1000.0,656
501,1002.0,596
502,1004.0,656
503,1006.0,618
504,1008.0,635
505,1010.0,676
506,1012.0,637
507,1014.0,611
508,1016.0,624
509,1018.0,621
510,1020.0,608
511,1022.0,601
512,1024.0,666
513,1026.0,625
514,1028.0,654
515,1030.0,661
516,1032.0,633
517,1034.0,649
518,1036.0,623
519,1038.0,644
520,1040.0,632
521,1042.0,620
522,1044.0,609
523,1046.0,597
524,1048.0,624
525,1050.0,622
526,1052.0,667
527,1054.0,667
528,1056.0,673
529,1058.0,633
530,1060.0,641
531,1062.0,628
532,1064.0,616
533,1066.0,680
534,1068.0,623
535,1070.0,641
536,1072.0,665
537,1074.0,630
538,1076.0,661
539,1078.0,618
540,1080.0,676
541,1082.0,610
542,1084.0,668
543,1086.0,597
544,1088.0,613
545,1090.0,627
546,1092.0,635
547,1094.0,647
548,1096.0,596
549,1098.0,619
550,1100.0,648
551,1102.0,657
552,1104.0,624
553,1106.0,600
554,1108.0,595
555,1110.0,659
556,1112.0,646
557,1114.0,640
558,1116.0,645
559,1118.0,667
560,1120.0,583
561,1122.0,666
562,1124.0,648
563,1126.0,676
564,1128.0,622
565,1130.0,608
566,1132.0,682
567,1134.0,621
568,1136.0,640
569,1138.0,624
570,1140.0,616
571,1142.0,637
572,1144.0,628
573,1146.0,622
574,1148.0,626
575,1150.0,663
576,1152.0,672
577,1154.0,626
578,1156.0,659
579,1158.0,631
580,1160.0,577
581,1162.0,579
582,1164.0,643
583,1166.0,646
584,1168.0,598
585,1170.0,632
586,1172.0,609
587,1174.0,595
588,1176.0,587
589,1178.0,656
590,1180.0,690
591,1182.0,655
592,1184.0,641
593,1187.0,621
594,1189.0,610
595,1191.0,649
596,1193.0,639
597,1195.0,634
598,1197.0,611
599,1199.0,613
600,1201.0,638
601,1203.0,632
602,1205.0,647
603,1207.0,608
604,1209.0,694
605,1211.0,628
606,1213.0,631
607,1215.0,732
608,1217.0,621
609,1219.0,638
610,1221.0,652
611,1223.0,609
612,1225.0,634
613,1227.0,606
614,1229.0,632
615,1231.0,654
616,1233.0,705
617,1235.0,653
618,1237.0,698
619,1239.0,659
620,1241.0,663
621,1243.0,640
622,1245.0,653
623,1247.0,648
624,1249.0,687
625,1251.0,597
626,1253.0,613
627,1255.0,643
628,1257.0,689
629,1259.0,678
630,1261.0,665
631,1263.0,635
632,1265.0,665
633,1267.0,610
634,1269.0,694
635,1271.0,611
636,1273.0,696
637,1275.0,628
638,1277.0,654
639,1279.0,629
640,1281.0,599
641,1283.0,704
642,1285.0,652
643,1287.0,636
644,1289.0,662
645,1291.0,634
646,1293.0,631
647,1295.0,634
648,1297.0,634
649,1299.0,631
650,1301.0,650
651,1303.0,654
652,1305.0,671
653,1307.0,650
654,1309.0,697
655,1311.0,618
656,1313.0,636
657,1315.0,644
658,1317.0,662
659,1319.0,645
660,1321.0,663
661,1323.0,700
662,1325.0,611
663,1327.0,671
664,1329.0,605
665,1331.0,627
666,1333.0,610
667,1335.0,651
668,1337.0,679
669,1339.0,666
670,1341.0,656
671,1343.0,694
672,1345.0,661
673,1347.0,663
674,1349.0,669
675,1351.0,664
676,1353.0,595
677,1355.0,650
678,1357.0,655
679,1359.0,631
680,1361.0,667
681,1363.0,617
682,1365.0,633
683,1367.0,604
684,1369.0,626
685,1371.0,653
686,1373.0,672
687,1375.0,652
688,1377.0,679
689,1379.0,625
690,1381.0,668
691,1383.0,672
692,1385.0,667
693,1387.0,712
694,1389.0,647
695,1391.0,637
696,1393.0,602
697,1395.0,633
698,1397.0,704
699,1399.0,624
700,1401.0,622
701,1403.0,663
702,1405.0,624
703,1407.0,614
704,1409.0,658
705,1411.0,639
706,1413.0,606
707,1415.0,679
708,1417.0,694
709,1419.0,612
710,1421.0,626
711,1423.0,679
712,1425.0,669
713,1427.0,617
714,1429.0,671
715,1431.0,657
716,1433.0,641
717,1435.0,652
718,1437.0,615
719,1439.0,649
720,1441.0,668
721,1443.0,689
722,1445.0,599
723,1447.0,646
724,1449.0,656
725,1451.0,645
726,1453.0,572
727,1455.0,578
728,1457.0,640
729,1459.0,642
730,1461.0,600
731,1463.0,626
732,1465.0,628
733,1467.0,629
734,1469.0,646
735,1471.0,606
736,1473.0,608
737,1475.0,691
738,1477.0,620
739,1479.0,647
740,1481.0,584
741,1483.0,603
742,1485.0,662
743,1487.0,594
744,1489.0,647
745,1491.0,634
746,1493.0,647
747,1495.0,645
748,1497.0,659
749,1499.0,630
750,1501.0,596
751,1503.0,653
752,1505.0,649
753,1507.0,618
754,1509.0,664
755,1511.0,610
756,1513.0,636
757,1515.0,650
758,1517.0,626
759,1519.0,645
760,1521.0,674
761,1523.0,657
762,1525.0,656
763,1527.0,655
764,1529.0,663
765,1531.0,660
766,1533.0,669
767,1535.0,679
768,1537.0,668
769,1539.0,665
770,1541.0,642
771,1543.0,654
772,1545.0,642
773,1547.0,651
774,1549.0,597
775,1551.0,653
776,1553.0,615
777,1555.0,641
778,1557.0,666
779,1559.0,630
780,1561.0,651
781,1563.0,654
782,1565.0,634
783,1567.0,592
784,1569.0,664
785,1571.0,634
786,1573.0,634
787,1575.0,607
788,1577.0,678
789,1579.0,625
790,1581.0,656
791,1583.0,680
792,1585.0,677
793,1587.0,625
794,1589.0,639
795,1591.0,644
796,1593.0,658
797,1595.0,615
798,1597.0,651
799,1599.0,651
800,1601.0,633
801,1603.0,606
802,1605.0,616
803,1607.0,605
804,1609.0,666
805,1611.0,660
806,1613.0,649
807,1615.0,582
808,1617.0,668
809,1619.0,655
810,1621.0,673
811,1623.0,639
812,1625.0,669
813,1627.0,623
814,1629.0,650
815,1631.0,647
816,1633.0,693
817,1635.0,674
818,1637.0,674
819,1639.0,649
820,1641.0,665
821,1643.0,665
822,1645.0,626
823,1647.0,659
824,1649.0,637
825,1651.0,703
826,1653.0,676
827,1655.0,609
828,1657.0,642
829,1659.0,614
830,1661.0,658
831,1663.0,691
832,1665.0,624
833,1667.0,660
834,1669.0,651
835,1671.0,647
836,1673.0,685
837,1675.0,649
838,1677.0,599
839,1679.0,603
840,1681.0,665
841,1683.0,615
842,1685.0,579
843,1687.0,639
844,1689.0,674
845,1691.0,683
846,1693.0,641
847,1695.0,621
848,1697.0,618
849,1699.0,650
850,1701.0,631
851,1703.0,663
852,1705.0,634
853,1707.0,622
854,1709.0,660
855,1711.0,647
856,1713.0,658
857,1715.0,639
858,1717.0,674
859,1719.0,645
860,1721.0,622
861,1723.0,633
862,1725.0,657
863,1727.0,635
864,1729.0,627
865,1731.0,664
866,1733.0,621
867,1735.0,621
868,1737.0,639
869,1739.0,623
870,1741.0,624
871,1743.0,657
872,1745.0,655
873,1747.0,636
874,1749.0,586
875,1751.0,657
876,1753.0,641
877,1755.0,641
878,1757.0,655
879,1759.0,692
880,1761.0,711
881,1763.0,571
882,1765.0,667
883,1767.0,638
884,1769.0,659
885,1771.0,581
886,1773.0,636
887,1775.0,648
888,1777.0,633
889,1779.0,622
890,1781.0,592
891,1783.0,647
892,1785.0,574
893,1787.0,617
894,1789.0,644
895,1791.0,648
896,1793.0,602
897,1795.0,575
898,1797.0,637
899,1799.0,672
900,1801.0,639
901,1803.0,672
902,1805.0,640
903,1807.0,630
904,1809.0,632
905,1811.0,645
906,1813.0,618
907,1815.0,620
908,1817.0,631
909,1819.0,649
910,1821.0,654
911,1823.0,676
912,1825.0,630
913,1827.0,634
914,1829.0,643
915,1831.0,647
916,1833.0,657
917,1835.0,619
918,1837.0,648
919,1839.0,616
920,1841.0,622
921,1843.0,645
922,1845.0,681
923,1847.0,635
924,1849.0,652
925,1851.0,620
926,1853.0,656
927,1855.0,613
928,1857.0,654
929,1859.0,644
930,1861.0,682
931,1863.0,643
932,1865.0,697
933,1867.0,582
934,1869.0,642
935,1871.0,626
936,1873.0,625
937,1875.0,668
938,1877.0,644
939,1879.0,644
940,1881.0,641
941,1883.0,648
942,1885.0,643
943,1887.0,649
944,1889.0,621
945,1891.0,628
946,1893.0,674
947,1895.0,626
948,1897.0,647
949,1899.0,682
950,1901.0,647
951,1903.0,690
952,1905.0,626
953,1907.0,619
954,1909.0,646
955,1911.0,655
956,1913.0,595
957,1915.0,658
958,1917.0,654
959,1919.0,621
960,1921.0,670
961,1923.0,642
962,1925.0,629
963,1927.0,635
964,1929.0,664
965,1931.0,659
966,1933.0,699
967,1935.0,660
968,1937.0,718
969,1939.0,652
970,1941.0,651
971,1943.0,660
972,1945.0,639
973,1947.0,682
974,1949.0,651
975,1951.0,641
976,1953.0,647
977,1955.0,615
978,1957.0,629
979,1959.0,617
980,1961.0,630
981,1963.0,634
982,1965.0,654
983,1967.0,634
984,1969.0,644
985,1971.0,654
986,1973.0,694
987,1975.0,669
988,1977.0,659
989,1979.0,635
990,1981.0,614
991,1983.0,648
992,1985.0,629
993,1987.0,643
994,1989.0,620
995,1991.0,662
996,1993.0,639
997,1995.0,672
998,1997.0,704
999,1999.0,658
1000,2001.0,629
1001,2003.0,636
1002,2005.0,618
1003,2007.0,651
1004,2009.0,613
1005,2011.0,684
1006,2013.0,627
1007,2015.0,619
1008,2017.0,627
1009,2019.0,632
1010,2021.0,680
1011,2023.0,628
1012,2025.0,670
1013,2027.0,623
1014,2029.0,638
1015,2031.0,639
1016,2033.0,647
1017,2035.0,649
1018,2037.0,683
1019,2039.0,655
1020,2041.0,616
1021,2043.0,600
1022,2045.0,600
1023,2047.0,660
1024,2049.0,620
1025,2051.0,628
1026,2053.0,655
1027,2055.0,595
1028,2057.0,654
1029,2059.0,628
1030,2061.0,605
1031,2063.0,675
1032,2065.0,617
1033,2067.0,629
1034,2069.0,679
1035,2071.0,646
1036,2073.0,616
1037,2075.0,608
1038,2077.0,629
1039,2079.0,618
1040,2081.0,667
1041,2083.0,658
1042,2085.0,597
1043,2087.0,666
1044,2089.0,662
1045,2091.0,638
1046,2093.0,624
1047,2095.0,610
1048,2097.0,627
1049,2099.0,685
1050,2101.0,639
1051,2103.0,601
1052,2105.0,579
1053,2107.0,622
1054,2109.0,620
1055,2111.0,644
1056,2113.0,668
1057,2115.0,619
1058,2117.0,636
1059,2119.0,627
1060,2121.0,642
1061,2123.0,651
1062,2125.0,583
1063,2127.0,592
1064,2129.0,623
1065,2131.0,578
1066,2133.0,617
1067,2135.0,688
1068,2137.0,680
1069,2139.0,654
1070,2141.0,618
1071,2143.0,712
1072,2145.0,704
1073,2147.0,636
1074,2149.0,647
1075,2151.0,692
1076,2153.0,619
1077,2155.0,609
1078,2157.0,641
1079,2159.0,628
1080,2161.0,645
1081,2163.0,631
1082,2165.0,647
1083,2167.0,651
1084,2169.0,594
1085,2171.0,601
1086,2173.0,652
1087,2175.0,643
1088,2177.0,620
1089,2179.0,653
1090,2181.0,645
1091,2183.0,651
1092,2185.0,647
1093,2187.0,683
1094,2189.0,651
1095,2191.0,629
1096,2193.0,630
1097,2195.0,601
1098,2197.0,628
1099,2199.0,626
1100,2201.0,663
1101,2203.0,609
